description;date;time;duration_s;frequency;min;max;avg
balkon-24h-1m;20-11-2024;12:5:43;60;433920000;0.000629927;0.00172836;0.000981416
balkon-24h-1m;20-11-2024;12:6:58;60;433920000;0.000564848;0.00145975;0.000828047
balkon-24h-1m;20-11-2024;12:8:13;60;433920000;0.000624454;0.0015141;0.000825524
balkon-24h-1m;20-11-2024;12:9:28;60;433920000;0.000565727;0.00142143;0.0007806
balkon-24h-1m;20-11-2024;12:10:43;60;433920000;0.000605753;0.00150929;0.000839874
balkon-24h-1m;20-11-2024;12:11:58;60;433920000;0.000588289;0.00202409;0.00087896
balkon-24h-1m;20-11-2024;12:13:13;60;433920000;0.000547531;0.00152932;0.000827115
balkon-24h-1m;20-11-2024;12:14:28;60;433920000;0.000631498;0.00160386;0.000841887
balkon-24h-1m;20-11-2024;12:15:43;60;433920000;0.000604011;0.00159169;0.000834907
balkon-24h-1m;20-11-2024;12:16:58;60;433920000;0.000604315;0.00555512;0.00125053
balkon-24h-1m;20-11-2024;12:18:13;60;433920000;0.000578358;0.00231947;0.0008188
balkon-24h-1m;20-11-2024;12:19:28;60;433920000;0.000580693;0.00184514;0.000835733
balkon-24h-1m;20-11-2024;12:20:43;60;433920000;0.00057354;0.00177449;0.000892948
balkon-24h-1m;20-11-2024;12:21:58;60;433920000;0.00059677;0.00200789;0.000905433
balkon-24h-1m;20-11-2024;12:23:13;60;433920000;0.000592653;0.00165625;0.000856936
balkon-24h-1m;20-11-2024;12:24:28;60;433920000;0.000605963;0.00168061;0.000926372
balkon-24h-1m;20-11-2024;12:25:43;60;433920000;0.000633662;0.00168078;0.000872962
balkon-24h-1m;20-11-2024;12:26:58;60;433920000;0.000624625;0.00163338;0.000857562
balkon-24h-1m;20-11-2024;12:28:13;60;433920000;0.000576788;0.00165855;0.000835373
balkon-24h-1m;20-11-2024;12:29:28;60;433920000;0.000579208;0.00269714;0.000857047
balkon-24h-1m;20-11-2024;12:30:44;60;433920000;0.000604674;0.00245703;0.000862783
